id_pedido,id_produto,quantidade,valor_unitario,custo_envio,valor_total_venda
PED01096,PROD0014,3,373.87,44.86,1121.6100000000001
PED00928,PROD0068,1,184.63,44.87,184.63
PED01951,PROD0002,3,295.07,14.41,885.21
PED01724,PROD0036,4,58.78,12.33,235.12
PED01973,PROD0036,1,160.14,29.63,160.14
PED00016,PROD0002,3,255.42,33.38,766.26
PED01554,PROD0062,4,123.53,48.09,494.12
PED00730,PROD0034,4,275.52,21.98,1102.08
PED00325,PROD0051,4,117.68,32.82,470.72
PED00994,PROD0086,3,328.55,44.52,985.6500000000001
PED01655,PROD0027,2,453.13,25.25,906.26
PED00612,PROD0093,4,51.89,10.51,207.56
PED00545,PROD0017,2,116.14,21.99,232.28
PED00595,PROD0035,1,423.77,11.15,423.77
PED00920,PROD0032,2,319.46,5.75,638.92
PED01731,PROD0063,2,48.57,38.82,97.14
PED00841,PROD0025,2,248.31,15.73,496.62
PED01225,PROD0047,2,112.78,5.09,225.56
PED00343,PROD0039,2,107.56,44.26,215.12
PED01876,PROD0016,1,470.92,24.97,470.92
PED01546,PROD0039,1,383.16,15.75,383.16
PED00858,PROD0006,2,351.15,16.83,702.3
PED01423,PROD0056,2,127.08,15.82,254.16
PED01241,PROD0007,4,68.1,13.76,272.4
PED00444,PROD0055,1,436.71,42.86,436.71
PED01788,PROD0030,3,12.88,12.66,38.64
PED00221,PROD0058,1,200.17,30.28,200.17
PED01406,PROD0057,3,146.03,8.48,438.09000000000003
PED01904,PROD0011,4,289.48,47.73,1157.92
PED00591,PROD0047,2,132.75,32.15,265.5
PED01030,PROD0030,4,162.49,45.64,649.96
PED01295,PROD0082,2,426.52,22.9,853.04
PED01762,PROD0062,1,305.56,41.48,305.56
PED01017,PROD0073,2,81.38,43.41,162.76
PED00015,PROD0038,3,365.97,36.63,1097.91
PED01447,PROD0075,3,111.66,9.18,334.98
PED00523,PROD0019,4,222.17,5.72,888.68
PED00802,PROD0047,1,326.84,12.59,326.84
PED01776,PROD0070,3,143.25,10.31,429.75
PED00020,PROD0053,4,198.21,37.63,792.84
PED01713,PROD0077,1,369.73,30.07,369.73
PED01962,PROD0074,1,469.58,28.67,469.58
PED00227,PROD0070,4,269.33,16.38,1077.32
PED01007,PROD0028,3,14.89,11.96,44.67
PED01808,PROD0073,3,175.85,14.29,527.55
PED01311,PROD0092,4,205.33,23.01,821.32
PED00808,PROD0072,3,176.2,38.31,528.5999999999999
PED01157,PROD0099,4,223.77,16.45,895.08
PED01306,PROD0047,3,320.01,36.44,960.03
PED00403,PROD0073,3,69.35,27.12,208.04999999999998
PED01688,PROD0082,4,143.59,44.84,574.36
PED01089,PROD0055,4,258.75,15.48,1035.0
PED01672,PROD0094,3,164.63,25.29,493.89
PED01627,PROD0016,4,495.63,9.35,1982.52
PED00436,PROD0008,3,221.4,20.08,664.2
PED00828,PROD0096,2,436.2,27.81,872.4
PED00933,PROD0033,1,449.29,37.97,449.29
PED00258,PROD0044,1,419.64,13.91,419.64
PED01989,PROD0087,3,32.98,14.81,98.94
PED00102,PROD0008,1,474.4,33.42,474.4
PED00992,PROD0006,3,73.08,22.21,219.24
PED01590,PROD0015,4,26.86,26.69,107.44
PED00768,PROD0018,2,213.04,42.63,426.08
PED01124,PROD0005,1,105.37,27.46,105.37
PED01221,PROD0010,1,100.26,34.36,100.26
PED00812,PROD0075,4,151.03,34.55,604.12
PED00225,PROD0060,2,131.72,41.16,263.44
PED00942,PROD0041,2,345.55,33.72,691.1
PED00462,PROD0012,2,101.52,7.92,203.04
PED00236,PROD0011,4,276.13,20.4,1104.52
PED01049,PROD0084,1,493.35,49.52,493.35
PED01144,PROD0073,1,221.87,13.84,221.87
PED01933,PROD0019,2,324.52,31.4,649.04
PED00505,PROD0049,4,484.99,42.93,1939.96
PED01205,PROD0035,4,77.44,31.4,309.76
PED01734,PROD0091,4,215.12,21.75,860.48
PED00813,PROD0087,2,426.59,8.61,853.18
PED00766,PROD0068,4,466.83,21.27,1867.32
PED00633,PROD0036,2,304.61,13.19,609.22
PED01566,PROD0011,2,80.28,48.24,160.56
PED01338,PROD0098,2,451.72,37.18,903.44
PED00990,PROD0039,3,95.48,38.72,286.44
PED01820,PROD0053,2,182.91,24.62,365.82
PED00617,PROD0001,4,194.0,9.95,776.0
PED01759,PROD0049,3,229.17,17.0,687.51
PED00272,PROD0040,1,397.18,16.69,397.18
PED01933,PROD0044,1,403.05,26.91,403.05
PED00231,PROD0008,4,362.63,25.74,1450.52
PED01443,PROD0061,4,20.84,24.5,83.36
PED00767,PROD0085,4,286.77,27.32,1147.08
PED01465,PROD0046,4,376.27,49.42,1505.08
PED00495,PROD0004,3,227.87,18.43,683.61
PED01047,PROD0075,4,473.02,32.69,1892.08
PED01132,PROD0000,2,413.67,15.78,827.34
PED01726,PROD0043,1,322.7,26.0,322.7
PED00501,PROD0021,4,40.59,14.0,162.36
PED01882,PROD0037,2,329.65,30.12,659.3
PED00024,PROD0018,4,456.67,16.93,1826.68
PED01210,PROD0079,2,195.93,6.66,391.86
PED00287,PROD0030,3,420.68,41.69,1262.04
PED01651,PROD0066,1,163.45,10.77,163.45
PED00337,PROD0086,1,289.35,21.56,289.35
PED01901,PROD0041,3,327.73,26.47,983.19
PED01937,PROD0081,2,342.22,24.46,684.44
PED01060,PROD0025,4,442.45,37.65,1769.8
PED01817,PROD0012,2,124.96,31.85,249.92
PED00136,PROD0057,1,138.56,18.29,138.56
PED00507,PROD0017,3,354.98,7.33,1064.94
PED00226,PROD0066,3,96.82,39.54,290.46
PED00319,PROD0086,2,237.49,20.86,474.98
PED01863,PROD0002,2,19.82,45.04,39.64
PED00915,PROD0054,3,79.08,22.78,237.24
PED01205,PROD0088,1,342.63,37.29,342.63
PED01897,PROD0090,4,376.26,47.28,1505.04
PED00085,PROD0057,4,66.51,34.3,266.04
PED01490,PROD0062,2,121.58,23.61,243.16
PED00925,PROD0090,3,58.46,30.53,175.38
PED00052,PROD0051,3,222.37,29.46,667.11
PED00859,PROD0088,3,71.8,31.32,215.39999999999998
PED00866,PROD0023,1,224.28,11.61,224.28
PED01258,PROD0071,2,368.73,36.43,737.46
PED01982,PROD0008,2,344.86,11.53,689.72
PED01802,PROD0036,2,147.43,5.66,294.86
PED01822,PROD0093,1,340.14,33.12,340.14
PED00432,PROD0082,2,464.58,10.26,929.16
PED01519,PROD0052,4,180.29,39.67,721.16
PED00998,PROD0079,2,171.27,43.97,342.54
PED00099,PROD0023,2,290.0,47.51,580.0
PED00989,PROD0020,2,130.3,34.9,260.6
PED00598,PROD0099,1,329.27,26.69,329.27
PED00402,PROD0039,4,417.81,20.85,1671.24
PED00395,PROD0061,4,235.07,27.09,940.28
PED01550,PROD0069,3,342.96,13.57,1028.8799999999999
PED00414,PROD0068,3,329.42,20.68,988.26
PED00938,PROD0013,4,28.95,37.31,115.8
PED01636,PROD0041,2,99.87,14.78,199.74
PED00676,PROD0049,2,447.83,16.88,895.66
PED00462,PROD0060,2,470.06,38.72,940.12
PED00540,PROD0003,1,392.42,13.0,392.42
PED01649,PROD0071,2,461.41,16.06,922.82
PED01642,PROD0087,1,160.01,5.79,160.01
PED01945,PROD0074,4,131.38,37.4,525.52
PED01387,PROD0016,2,198.31,32.81,396.62
PED01153,PROD0084,2,37.12,36.25,74.24
PED00083,PROD0056,3,406.84,14.64,1220.52
PED00270,PROD0089,4,492.25,35.93,1969.0
PED00243,PROD0047,2,413.77,31.84,827.54
PED00387,PROD0043,1,281.94,21.48,281.94
PED00213,PROD0044,4,154.69,24.7,618.76
PED00817,PROD0090,3,106.87,30.56,320.61
PED01189,PROD0079,4,188.39,27.2,753.56
PED01814,PROD0089,1,336.82,33.88,336.82
PED00058,PROD0032,3,229.06,13.14,687.1800000000001
PED01625,PROD0030,1,467.69,29.33,467.69
PED00882,PROD0046,4,428.57,25.26,1714.28
PED00842,PROD0005,3,60.18,25.75,180.54
PED00923,PROD0071,1,74.45,26.12,74.45
PED01527,PROD0070,4,341.36,44.67,1365.44
PED01729,PROD0033,1,123.08,41.84,123.08
PED00122,PROD0052,2,397.6,33.33,795.2
PED01671,PROD0013,4,299.77,37.24,1199.08
PED01436,PROD0015,3,122.62,6.93,367.86
PED01162,PROD0042,3,244.56,38.48,733.6800000000001
PED01252,PROD0072,2,208.98,26.88,417.96
PED01297,PROD0073,1,437.85,19.3,437.85
PED00438,PROD0080,1,25.76,11.29,25.76
PED01021,PROD0011,3,448.96,8.38,1346.8799999999999
PED00561,PROD0069,1,329.52,7.02,329.52
PED01933,PROD0018,4,371.39,12.28,1485.56
PED00117,PROD0040,4,11.28,6.36,45.12
PED01737,PROD0052,3,317.84,37.97,953.52
PED00904,PROD0028,4,298.36,16.19,1193.44
PED01506,PROD0069,3,273.23,21.59,819.69
PED00394,PROD0058,1,395.07,42.02,395.07
PED01726,PROD0088,1,282.38,10.16,282.38
PED00875,PROD0063,1,429.98,42.6,429.98
PED01483,PROD0023,2,123.99,33.78,247.98
PED01858,PROD0088,3,404.93,20.39,1214.79
PED01716,PROD0015,4,97.86,10.3,391.44
PED00934,PROD0051,1,408.43,9.12,408.43
PED01101,PROD0079,2,470.83,20.1,941.66
PED00951,PROD0005,4,174.49,11.32,697.96
PED01435,PROD0036,4,269.64,17.05,1078.56
PED00074,PROD0084,4,332.58,7.38,1330.32
PED00294,PROD0003,1,48.94,31.78,48.94
PED01816,PROD0097,4,252.1,11.54,1008.4
PED00020,PROD0091,3,186.69,39.05,560.0699999999999
PED01929,PROD0037,2,437.5,14.82,875.0
PED01194,PROD0040,4,439.57,40.91,1758.28
PED01038,PROD0091,4,353.38,13.54,1413.52
PED01234,PROD0080,3,331.3,37.46,993.9000000000001
PED00559,PROD0013,4,369.51,19.99,1478.04
PED01109,PROD0070,1,189.33,31.24,189.33
PED01172,PROD0085,1,208.21,6.74,208.21
PED01723,PROD0050,1,281.32,27.29,281.32
PED00371,PROD0064,4,469.63,11.69,1878.52
PED01503,PROD0092,2,364.76,26.88,729.52
PED00817,PROD0051,2,279.98,11.36,559.96
PED01174,PROD0094,4,387.5,24.67,1550.0
PED01164,PROD0029,2,191.74,9.98,383.48
PED01092,PROD0056,2,367.93,14.9,735.86
PED01283,PROD0078,4,211.23,31.78,844.92
PED00845,PROD0081,1,147.03,48.95,147.03
PED01991,PROD0098,4,308.76,25.21,1235.04
PED00520,PROD0029,1,346.57,35.92,346.57
PED01656,PROD0097,1,235.05,29.27,235.05
PED00370,PROD0041,2,287.1,27.43,574.2
PED01442,PROD0010,2,350.09,7.91,700.18
PED00100,PROD0026,1,386.18,11.49,386.18
PED00660,PROD0023,1,448.83,44.74,448.83
PED01977,PROD0098,2,183.73,23.46,367.46
PED01681,PROD0038,3,476.22,32.64,1428.66
PED01888,PROD0071,1,322.27,28.77,322.27
PED00967,PROD0017,1,395.97,22.05,395.97
PED00242,PROD0076,1,352.89,22.45,352.89
PED00752,PROD0044,2,110.73,30.0,221.46
PED00511,PROD0087,4,45.0,11.35,180.0
PED00848,PROD0086,1,365.88,22.43,365.88
PED00554,PROD0011,1,260.42,25.11,260.42
PED01118,PROD0048,1,354.08,49.33,354.08
PED00225,PROD0093,4,243.65,20.82,974.6
PED01541,PROD0030,4,162.99,34.01,651.96
PED00213,PROD0091,1,149.66,11.18,149.66
PED00717,PROD0021,1,367.96,7.95,367.96
PED00066,PROD0043,3,145.62,44.22,436.86
PED00395,PROD0091,4,360.19,37.88,1440.76
PED00611,PROD0063,3,198.14,19.29,594.42
PED01035,PROD0076,1,387.74,27.71,387.74
PED01260,PROD0024,1,79.98,11.11,79.98
PED01857,PROD0050,1,110.44,36.82,110.44
PED00769,PROD0006,1,346.1,8.16,346.1
PED01422,PROD0005,2,284.51,39.07,569.02
PED00406,PROD0023,2,109.9,29.61,219.8
PED00924,PROD0018,2,452.39,17.55,904.78
PED01872,PROD0082,3,145.21,43.82,435.63
PED01503,PROD0099,4,216.32,49.37,865.28
PED00646,PROD0008,1,109.12,16.45,109.12
PED00221,PROD0035,4,200.13,41.28,800.52
PED01179,PROD0039,2,250.91,38.76,501.82
PED00653,PROD0092,1,154.67,38.62,154.67
PED00427,PROD0023,1,386.86,48.08,386.86
PED01181,PROD0047,3,203.03,26.9,609.09
PED00976,PROD0062,4,367.46,35.34,1469.84
PED01439,PROD0068,3,111.47,42.07,334.40999999999997
PED01005,PROD0052,2,194.75,26.58,389.5
PED01349,PROD0053,4,13.95,26.66,55.8
PED00370,PROD0041,2,381.73,19.34,763.46
PED01367,PROD0044,3,316.68,40.14,950.04
PED01285,PROD0089,3,410.73,35.88,1232.19
PED01306,PROD0013,1,233.25,25.3,233.25
PED00849,PROD0028,4,401.87,23.87,1607.48
PED00855,PROD0005,4,327.32,8.27,1309.28
PED00228,PROD0006,1,11.77,5.29,11.77
PED01911,PROD0036,4,134.31,28.8,537.24
PED00279,PROD0052,2,252.01,23.79,504.02
PED01893,PROD0017,2,313.16,40.82,626.32
PED01313,PROD0086,3,42.14,29.42,126.42
PED01703,PROD0037,2,355.49,47.15,710.98
PED01070,PROD0058,4,276.33,13.83,1105.32
PED00974,PROD0000,1,267.63,49.56,267.63
PED01738,PROD0067,3,153.1,18.41,459.29999999999995
PED01237,PROD0043,1,301.46,33.91,301.46
PED00757,PROD0046,3,23.47,27.58,70.41
PED01047,PROD0034,3,41.7,21.18,125.10000000000001
PED00320,PROD0086,1,369.6,11.27,369.6
PED00273,PROD0090,2,167.73,11.07,335.46
PED00555,PROD0059,2,180.01,37.02,360.02
PED00843,PROD0089,2,112.11,21.99,224.22
PED01336,PROD0051,2,228.35,48.26,456.7
PED01386,PROD0007,1,35.48,19.65,35.48
PED00667,PROD0079,4,157.18,49.26,628.72
PED00999,PROD0040,3,268.29,14.24,804.8700000000001
PED00379,PROD0002,1,238.16,9.63,238.16
PED00710,PROD0095,2,499.84,19.07,999.68
PED01942,PROD0068,2,200.49,44.85,400.98
PED01697,PROD0083,1,199.63,28.48,199.63
PED01930,PROD0013,3,256.76,11.1,770.28
PED01493,PROD0095,1,103.25,14.11,103.25
PED00745,PROD0025,1,439.39,19.01,439.39
PED00674,PROD0069,4,290.41,31.56,1161.64
PED00115,PROD0057,1,104.13,19.96,104.13
PED00604,PROD0099,4,398.79,38.62,1595.16
PED01065,PROD0039,3,26.82,32.73,80.46000000000001
PED01819,PROD0050,1,491.46,44.32,491.46
PED00378,PROD0004,1,433.92,27.54,433.92
PED01745,PROD0076,2,294.02,19.9,588.04
PED01229,PROD0031,1,64.53,49.83,64.53
PED00465,PROD0079,2,115.48,21.0,230.96
PED01755,PROD0000,2,146.92,24.29,293.84
PED00279,PROD0076,2,128.11,41.41,256.22
PED01671,PROD0053,3,253.78,8.99,761.34
PED00617,PROD0010,4,472.83,22.39,1891.32
PED00117,PROD0052,2,227.64,8.86,455.28
PED01260,PROD0007,1,334.17,11.27,334.17
PED00308,PROD0024,1,347.41,5.21,347.41
PED01479,PROD0039,2,437.07,5.43,874.14
PED01923,PROD0031,2,26.57,22.11,53.14
PED01498,PROD0087,1,208.12,41.41,208.12
PED00099,PROD0027,2,394.52,31.42,789.04
PED00260,PROD0077,4,409.28,33.57,1637.12
PED00992,PROD0002,4,464.39,28.37,1857.56
PED01328,PROD0099,3,354.37,41.89,1063.1100000000001
PED01377,PROD0090,2,130.13,44.62,260.26
PED00285,PROD0083,3,257.78,43.24,773.3399999999999
PED00327,PROD0078,3,25.85,41.55,77.55000000000001
PED01126,PROD0061,3,326.99,13.22,980.97
PED00062,PROD0026,2,281.6,31.72,563.2
PED00686,PROD0044,3,336.75,31.2,1010.25
PED01305,PROD0091,4,465.77,28.76,1863.08
PED01464,PROD0024,3,346.77,26.64,1040.31
PED01316,PROD0060,4,167.02,9.01,668.08
PED00737,PROD0043,4,107.38,9.6,429.52
PED01030,PROD0096,2,428.77,45.6,857.54
PED00638,PROD0045,3,105.22,33.36,315.65999999999997
PED00935,PROD0013,2,89.19,16.8,178.38
PED01115,PROD0007,4,111.24,17.57,444.96
PED01958,PROD0047,1,259.33,32.46,259.33
PED01213,PROD0013,3,70.85,23.31,212.54999999999998
PED01894,PROD0064,2,469.68,24.86,939.36
PED00475,PROD0079,1,483.46,7.73,483.46
PED01534,PROD0081,3,487.16,11.24,1461.48
PED01485,PROD0006,3,29.17,22.7,87.51
PED00052,PROD0078,2,473.64,36.49,947.28
PED00753,PROD0087,1,498.73,7.16,498.73
PED00485,PROD0048,2,471.79,20.06,943.58
PED01667,PROD0054,3,338.76,36.28,1016.28
PED01513,PROD0012,3,353.6,40.64,1060.8000000000002
PED01387,PROD0072,4,69.9,13.56,279.6
PED01135,PROD0055,3,438.41,37.92,1315.23
PED00408,PROD0055,3,39.22,47.99,117.66
PED01030,PROD0014,1,165.69,45.81,165.69
PED01765,PROD0056,1,495.66,40.52,495.66
PED00667,PROD0057,4,216.94,37.05,867.76
PED01220,PROD0034,4,74.27,15.58,297.08
PED00834,PROD0087,4,484.95,33.53,1939.8
PED00875,PROD0096,2,492.23,33.95,984.46
PED01758,PROD0015,2,101.65,23.31,203.3
PED00366,PROD0007,4,433.75,27.19,1735.0
PED01001,PROD0092,2,201.31,36.23,402.62
PED00249,PROD0086,3,196.87,47.84,590.61
PED01939,PROD0044,4,138.72,18.29,554.88
PED01618,PROD0094,4,31.91,16.09,127.64
PED01263,PROD0039,2,141.32,32.08,282.64
PED00379,PROD0053,1,36.35,10.89,36.35
PED01930,PROD0013,4,462.94,31.21,1851.76
PED00871,PROD0058,2,334.24,9.0,668.48
PED00834,PROD0093,2,444.45,27.08,888.9
PED01494,PROD0052,1,361.47,32.92,361.47
PED00774,PROD0026,4,74.33,8.15,297.32
PED00918,PROD0046,1,470.88,14.31,470.88
PED01724,PROD0079,3,450.95,20.09,1352.85
PED00454,PROD0005,1,180.56,21.59,180.56
PED00365,PROD0054,1,64.65,35.42,64.65
PED01313,PROD0096,2,355.04,28.81,710.08
PED01897,PROD0043,1,366.9,22.19,366.9
PED00402,PROD0017,3,449.45,25.28,1348.35
PED00057,PROD0015,2,35.8,5.58,71.6
PED00520,PROD0011,3,79.43,39.67,238.29000000000002
PED01327,PROD0019,1,303.14,6.85,303.14
PED01138,PROD0044,3,313.37,42.32,940.11
PED00209,PROD0063,3,26.47,29.34,79.41
PED01064,PROD0058,1,204.5,28.75,204.5
PED00815,PROD0092,1,296.24,36.71,296.24
PED00172,PROD0093,2,371.58,43.68,743.16
PED00233,PROD0089,2,164.91,47.42,329.82
PED00792,PROD0021,4,247.11,29.45,988.44
PED01907,PROD0096,2,408.89,11.78,817.78
PED01613,PROD0046,1,477.41,44.54,477.41
PED01643,PROD0028,3,122.85,6.83,368.54999999999995
PED00792,PROD0085,3,133.99,41.33,401.97
PED01426,PROD0044,2,470.51,35.62,941.02
PED01062,PROD0076,2,204.0,45.71,408.0
PED00118,PROD0008,1,361.99,45.39,361.99
PED00334,PROD0023,3,310.01,7.39,930.03
PED01359,PROD0014,4,149.94,32.43,599.76
PED01562,PROD0035,4,330.25,10.61,1321.0
PED01639,PROD0012,2,331.23,8.53,662.46
PED01097,PROD0090,4,300.3,25.17,1201.2
PED01214,PROD0043,1,58.83,9.39,58.83
PED00323,PROD0070,4,497.63,37.76,1990.52
PED01010,PROD0071,2,206.2,48.6,412.4
PED01170,PROD0077,1,322.74,30.63,322.74
PED01790,PROD0075,3,444.02,15.58,1332.06
PED00283,PROD0035,1,217.41,42.94,217.41
PED00212,PROD0060,2,389.22,43.39,778.44
PED01658,PROD0080,2,486.19,37.98,972.38
PED01741,PROD0039,4,185.88,32.68,743.52
PED00928,PROD0092,4,208.58,44.05,834.32
PED00751,PROD0026,3,453.73,12.35,1361.19
PED01417,PROD0000,3,88.23,46.92,264.69
PED00338,PROD0033,2,24.01,47.62,48.02
PED01821,PROD0067,2,455.36,44.24,910.72
PED01045,PROD0087,2,412.58,16.28,825.16
PED01794,PROD0020,3,486.57,43.62,1459.71
PED01892,PROD0032,2,38.54,27.39,77.08
PED00104,PROD0006,3,86.53,31.77,259.59000000000003
PED01489,PROD0064,2,61.6,42.83,123.2
PED01482,PROD0002,1,344.87,6.33,344.87
PED01455,PROD0050,1,306.94,21.33,306.94
PED00769,PROD0078,2,186.07,41.71,372.14
PED00715,PROD0094,1,38.14,41.63,38.14
PED01845,PROD0053,3,323.43,43.19,970.29
PED01797,PROD0079,4,289.36,12.61,1157.44
PED01642,PROD0073,1,65.32,36.76,65.32
PED00762,PROD0092,4,455.37,11.59,1821.48
PED01959,PROD0058,1,107.49,40.33,107.49
PED01244,PROD0005,3,374.32,16.03,1122.96
PED00378,PROD0028,1,443.69,38.2,443.69
PED01245,PROD0016,1,293.94,25.48,293.94
PED01281,PROD0059,2,130.96,49.38,261.92
PED00712,PROD0021,4,161.53,31.1,646.12
PED01390,PROD0023,4,444.02,33.47,1776.08
PED01793,PROD0080,3,156.15,21.57,468.45000000000005
PED01372,PROD0084,3,375.63,38.05,1126.8899999999999
PED00224,PROD0050,4,495.18,27.27,1980.72
PED01737,PROD0049,2,499.91,5.81,999.82
PED00737,PROD0010,2,271.41,32.39,542.82
PED00235,PROD0055,4,415.01,42.37,1660.04
PED00182,PROD0070,1,495.22,15.66,495.22
PED00711,PROD0041,4,193.59,14.95,774.36
PED01892,PROD0038,1,133.68,32.4,133.68
PED01781,PROD0068,4,65.97,41.81,263.88
PED00443,PROD0047,1,79.04,16.23,79.04
PED01888,PROD0056,2,428.24,46.95,856.48
PED00622,PROD0020,4,298.47,46.73,1193.88
PED01029,PROD0081,3,438.12,14.02,1314.3600000000001
PED01259,PROD0098,1,396.83,16.87,396.83
PED01150,PROD0019,2,340.13,36.53,680.26
PED01127,PROD0014,3,308.56,47.83,925.6800000000001
PED00748,PROD0068,2,33.69,36.94,67.38
PED01938,PROD0076,1,437.41,25.02,437.41
PED01503,PROD0050,4,214.74,12.61,858.96
PED00154,PROD0075,2,284.3,25.75,568.6
PED00256,PROD0061,4,20.76,32.3,83.04
PED00234,PROD0084,4,468.68,19.89,1874.72
PED00499,PROD0036,2,452.34,27.96,904.68
PED00288,PROD0005,2,276.21,10.86,552.42
PED00509,PROD0070,2,292.88,25.35,585.76
PED01575,PROD0025,4,355.46,9.08,1421.84
PED01823,PROD0007,3,139.7,7.21,419.09999999999997
PED00708,PROD0072,1,118.74,43.58,118.74
PED00784,PROD0090,3,340.27,14.23,1020.81
PED00893,PROD0003,4,61.17,30.88,244.68
PED00775,PROD0020,2,232.49,11.7,464.98
PED01592,PROD0030,2,251.45,16.81,502.9
PED00297,PROD0020,1,196.86,21.26,196.86
PED01633,PROD0024,1,100.78,11.47,100.78
PED00136,PROD0014,3,184.1,7.07,552.3
PED00375,PROD0034,3,175.4,44.47,526.2
PED00086,PROD0048,1,254.64,5.53,254.64
PED01442,PROD0042,4,340.59,7.76,1362.36
PED01777,PROD0040,3,484.44,41.23,1453.32
PED01222,PROD0036,2,80.64,17.69,161.28
PED01486,PROD0056,2,437.78,37.53,875.56
PED00436,PROD0041,4,149.25,11.58,597.0
PED01333,PROD0046,1,299.77,15.68,299.77
PED01619,PROD0091,3,277.9,30.77,833.6999999999999
PED01777,PROD0060,2,282.9,49.49,565.8
PED01304,PROD0013,1,364.45,8.31,364.45
PED01346,PROD0067,3,197.03,23.02,591.09
PED00763,PROD0052,4,166.36,6.94,665.44
PED00701,PROD0083,2,427.89,13.97,855.78
PED01974,PROD0033,4,117.85,45.84,471.4
PED00941,PROD0075,4,98.32,9.34,393.28
PED00151,PROD0096,4,17.65,43.56,70.6
PED01325,PROD0023,3,113.18,13.0,339.54
PED01301,PROD0019,4,264.08,43.78,1056.32
PED01674,PROD0068,3,273.87,29.21,821.61
PED01711,PROD0029,3,134.67,44.52,404.01
PED01031,PROD0087,4,45.41,11.83,181.64
PED00806,PROD0006,4,374.87,39.29,1499.48
PED00234,PROD0035,1,381.41,35.63,381.41
PED00674,PROD0037,2,498.94,29.43,997.88
PED00560,PROD0079,1,451.01,41.48,451.01
PED01325,PROD0051,2,463.77,34.17,927.54
PED00037,PROD0014,2,401.12,44.47,802.24
PED01159,PROD0045,1,311.6,22.15,311.6
PED00821,PROD0022,1,72.99,31.55,72.99
PED00420,PROD0011,2,314.93,44.18,629.86
PED01242,PROD0092,2,37.42,14.67,74.84
PED00347,PROD0043,2,443.8,26.86,887.6
PED01831,PROD0014,3,246.09,48.23,738.27
PED01569,PROD0092,2,351.76,26.31,703.52
PED01887,PROD0048,4,35.6,16.38,142.4
PED01102,PROD0020,4,271.78,20.8,1087.12
PED00747,PROD0014,4,157.62,44.83,630.48
PED01918,PROD0013,1,149.63,47.97,149.63
PED00272,PROD0041,1,200.93,47.75,200.93
PED01184,PROD0079,1,10.31,36.45,10.31
PED01710,PROD0014,2,238.66,27.93,477.32
PED01901,PROD0062,4,248.42,13.22,993.68
PED00307,PROD0067,2,432.93,10.54,865.86
PED01397,PROD0026,3,229.78,7.69,689.34
PED00975,PROD0086,3,188.14,5.8,564.42
PED00732,PROD0092,1,497.43,44.52,497.43
PED01032,PROD0052,3,289.89,41.41,869.67
PED01824,PROD0051,4,241.58,30.55,966.32
PED00443,PROD0062,3,253.01,49.94,759.03
PED01136,PROD0072,1,406.5,47.89,406.5
PED01228,PROD0052,2,176.93,34.48,353.86
PED00404,PROD0056,3,200.69,25.91,602.0699999999999
PED01721,PROD0051,4,380.38,11.85,1521.52
PED00852,PROD0042,4,45.76,28.2,183.04
PED01220,PROD0006,4,433.93,12.1,1735.72
PED00777,PROD0041,2,220.8,22.93,441.6
PED01797,PROD0003,4,294.83,47.42,1179.32
PED01783,PROD0068,1,381.16,20.39,381.16
PED00114,PROD0004,1,140.37,11.88,140.37
PED01144,PROD0074,4,446.25,31.21,1785.0
PED01676,PROD0091,3,489.82,32.11,1469.46
PED00064,PROD0079,4,252.19,13.72,1008.76
PED01299,PROD0040,1,469.1,13.85,469.1
PED00824,PROD0093,1,10.55,49.53,10.55
PED00238,PROD0003,1,448.18,15.95,448.18
PED00301,PROD0001,3,162.41,42.72,487.23
PED01415,PROD0066,3,162.63,26.16,487.89
PED01545,PROD0020,3,121.76,24.57,365.28000000000003
PED00968,PROD0069,1,165.34,18.27,165.34
PED00368,PROD0042,2,114.61,39.82,229.22
PED00232,PROD0081,4,453.88,44.63,1815.52
PED00194,PROD0068,4,450.52,16.75,1802.08
PED00906,PROD0008,1,60.08,9.28,60.08
PED01035,PROD0083,3,80.0,11.16,240.0
PED01929,PROD0027,2,432.39,40.68,864.78
PED00920,PROD0025,2,205.48,24.61,410.96
PED00688,PROD0081,3,92.94,10.94,278.82
PED00176,PROD0082,4,260.23,20.31,1040.92
PED00216,PROD0002,4,214.17,28.14,856.68
PED01034,PROD0072,2,117.39,43.34,234.78
PED01469,PROD0099,2,363.17,33.88,726.34
PED00629,PROD0094,3,319.33,12.92,957.99
PED00163,PROD0048,4,58.83,12.14,235.32
PED01574,PROD0016,2,463.44,23.56,926.88
PED00052,PROD0062,4,283.65,8.38,1134.6
PED00217,PROD0054,2,132.6,39.0,265.2
PED01741,PROD0022,3,111.08,23.07,333.24
PED00998,PROD0033,4,76.61,20.44,306.44
PED00823,PROD0068,2,218.07,27.91,436.14
PED01383,PROD0014,2,76.42,36.9,152.84
PED00384,PROD0046,2,213.75,30.62,427.5
PED00055,PROD0002,2,82.9,41.11,165.8
PED00117,PROD0082,3,331.84,33.32,995.52
PED00899,PROD0027,4,394.77,40.46,1579.08
PED01276,PROD0002,4,279.27,36.36,1117.08
PED00797,PROD0003,1,343.23,13.69,343.23
PED00779,PROD0087,4,469.81,7.36,1879.24
PED01015,PROD0030,1,322.8,45.65,322.8
PED00802,PROD0044,2,188.44,47.55,376.88
PED00844,PROD0058,3,230.25,37.71,690.75
